0.1
1
0.1
1
0.05
0.01
0.01
1
0.01
1
1
1
0.01
0.1
0.00025
1
0.005
1
0.01
1
0.01
1
1
0.2
0.0005
1
0.007
1
0.01
1
0.01
1
0.05
0.01
0.2
0.2
5.00E-08
0.01
0.015
0.0167
5.00E-08
0.01
0.015
0.001
0.015
0.0167
5.00E-08
0.01
0.015
0.05
0.1
0.0167
5.00E-08
0.01
0.015
0.025
0.05
0.0167
0.002508583
0.002508583
0.002508583
0.002508583
0.000501717
0.000501717
0.000501717
0.000501717
